startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,QID2,QID2_6_TEXT,QID3,QID4,QID25,QID31_1,QID31_2,QID31_3,QID5,QID7_1,QID7_2,QID7_3,QID7_4,QID7_5,QID7_6,QID9,QID11,QID12,QID13,QID13_6_TEXT,QID14,QID15,QID27_TEXT,QID28_TEXT,QID16_1,QID16_2,QID20,QID21,QID19_1,QID19_2,QID19_3,QID19_4,QID19_5,QID19_6,QID19_7
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,1,TRUE,11/7/16 12:33,R_9Ak55W8eggGM6ON,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,Global Studies, Institute for,History,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program",Mostly quantitative,,21,65,41,"Laboratory notes,Photo collection,Video tapes,Slides,Documents or reports,Patient records,Other (please specify),Images, scans or x-rays,Websites,Excel sheets,Digital audio files",,Current support meets my needs,I don't need support,I don't need support,Current support meets my needs,,"The principal investigator,The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),lack of a standard in my field,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns",with use restricted to research only.,,Yes,No,,"Vitae? Volutpat pede, imperdiet culpa lacus. Sollicitudin fringilla donec. Metus. Morbi.",,2,No,No,,,,Somewhat useful,,Somewhat useful,Very useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_5tApE6Cgy44extH,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,English,French and Italian,Gender, Women, and Sexuality Studies,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,American Studies,Off-Campus Study Programs,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Sociology,Spanish and Portuguese Studies,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Chicano & Latino Studies",Equal amounts of quantitative and qualitative data,,3,62,32,"Laboratory notes,Video tapes,Audio tapes,Documents or reports,Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,,,,Current support meets my needs,Current support meets my needs,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns",if I had control over granting access on a case by case basis.,,,,,,,5,Yes,,,,Very useful,Somewhat useful,,Very useful,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_bNHH91cYkMy4gSN,,,,,44.97590637,-93.21659851,test,,,"Classical and Near Eastern Studies,Communication Studies,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Life Course Center,Linguistics, Institute of,Music, School of,Off-Campus Study Programs,Political Science,Slavic Languages and Literatures,Theatre Arts and Dance,Writing Studies,Chicano & Latino Studies",I do not use or produce data in my research,Yes,80,48,88,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,Current support meets my needs,,,I don't need support,,"The principal investigator,The research assistant working on the project","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","lack of funding,other (please describe),no place to store them,sponsor doesn't require sharing",without restrictions (anyone can access).,,No,,,,5,,,No,Very useful,,Very useful,,Not useful,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_ddsJv1WFkpaWF2R,,,,,44.97590637,-93.21659851,test,Full Professor,,"Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Off-Campus Study Programs,Philosophy,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Urban Studies,Art History,Asian American Studies Program",Equal amounts of quantitative and qualitative data,,17,39,95,"Data automatically generated from or by computer programs (e.g., simulations),Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Images, scans or x-rays,Websites,SPSS, STATA, SAS, or R files,Digital audio files",,,,Current support meets my needs,,,"The principal investigator,The research assistant working on the project,Other (please specify)","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,don't know how,insufficient time to make them available",with use restricted to research or teaching.,,,,,,,,No,No,Somewhat useful,Not useful,Never used,Very useful,,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_bmaz18S2EFHxqn3,,,,,44.97590637,-93.21659851,test,,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,English,French and Italian,Geography, Environment and Society,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,American Studies,Philosophy,Political Science,Religious Studies,Silha Center-Study of Media Ethics and Law,Sociology,Speech-Language-Hearing Science,Anthropology,Urban Studies,Writing Studies,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program",Equal amounts of quantitative and qualitative data,,28,58,28,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,MS Word files,Excel sheets,Digital audio files,Digital video files",,I would like more support,,I don't need support,I don't need support,,"The principal investigator,The research assistant working on the project",None of my data are openly available at this time,"lack of funding,other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,they shouldn't be available,sponsor doesn't require sharing",with use restricted to research or teaching.,,No,,,,,,I don't know,Yes,Somewhat useful,Very useful,,,,,Not useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_9TUHZQwXczOBZPv,,,,,44.97590637,-93.21659851,test,Full Professor,,"Classical Civilization Program,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,German, Scandinavian and Dutch,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Philosophy,Silha Center-Study of Media Ethics and Law,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Writing Studies,Art,Asian Languages and Literature Program,Chicano & Latino Studies",,,74,33,21,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,,,,Current support meets my needs,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"people don't need access to them,they shouldn't be available",other (please describe),Proin placerat? Duis sapien praesent sagittis suscipit. Cras gravida duis suspendisse.,Don't know,,,,2,,Yes,,,,,Somewhat useful,Somewhat useful,,Somewhat useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_etSHnddoaxvjcYl,,,,,44.97590637,-93.21659851,test,Other (please specify),"Leo cras? Etiam dignissim interdum! Fermentum metus sit amet viverra pede, ligula ultrices.","Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,English,Geography, Environment and Society,Global Studies, Institute for,History,Minnesota Journalism Center,Music, School of,Off-Campus Study Programs,Psychology,Slavic Languages and Literatures,Spanish and Portuguese Studies,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing, Center for,Art History",Mostly quantitative,,41,13,85,"Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Patient records,Data collected from sensors or instruments (including questionnaires),Websites,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files",,I don't need support,,,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.","lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),lack of a standard in my field,don't know how,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns",I would not be willing to make my data available for reuse.,,No,,,,,,No,I don't know,Somewhat useful,,,,Not useful,,Never used
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_8qwPxDoLTKwUVg1,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"African American & African Studies,Communication Studies,Cultural Studies and Comparative Literature,Economics,German, Scandinavian and Dutch,Global Studies, Institute for,History,Music, School of,New Media Studies, Institute for,American Studies,Philosophy,Political Science,Psychology,Religious Studies,Slavic Languages and Literatures,Theatre Arts and Dance,Writing Studies,Writing, Center for,Asian American Studies Program,Asian Languages and Literature Program",I do not use or produce data in my research,No,[refused],[refused],[refused],,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_bmb4HFArKrxYcTP,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical and Near Eastern Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,History,Life Course Center,Minnesota Journalism Center,Off-Campus Study Programs,Religious Studies,Theatre Arts and Dance,Writing, Center for,Asian Languages and Literature Program,Chicano & Latino Studies",,,73,51,1,"Documents or reports,Excel sheets",,Current support meets my needs,,,,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,other (please describe),lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",without restrictions (anyone can access).,,No,,,,3,2,I don't know,Yes,,,Never used,Very useful,,Never used,Somewhat useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_0oftpFFE6PsxiGV,,,,,44.97590637,-93.21659851,test,Associate Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Philosophy,Political Science,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Statistics, School of,Theatre Arts and Dance,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,67,64,73,"Fieldwork data,Video tapes,Audio tapes,SPSS, STATA, SAS, or R files,Digital audio files",,I don't need support,I don't need support,I don't need support,I don't need support,,"The principal investigator,The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),lack of a standard in my field,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",with use restricted to research or teaching.,,No,,,,,1,Yes,Yes,,,,Not useful,,Never used,Never used
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_dcE9w2NlkhMDdtz,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"African American & African Studies,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,English,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Life Course Center,Linguistics, Institute of,American Studies,Political Science,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Statistics, School of,Urban Studies,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly quantitative,,88,80,17,"Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Patient records,Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Excel sheets,Digital video files",I don't need support,,,I don't need support,Current support meets my needs,,"The principal investigator,The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,other (please describe),lack of a standard in my field,don't know how,people don't need access to them,they shouldn't be available",without restrictions (anyone can access).,,,,,,5,1,Yes,I don't know,Never used,Never used,,,,Not useful,Not useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_0ohrrY7xNvtOKI5,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,History,Human Rights Program,Journalism and Mass Communication, School of,American Studies,Off-Campus Study Programs,Philosophy,Psychology,Slavic Languages and Literatures,Spanish and Portuguese Studies,Theatre Arts and Dance,Urban Studies,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,76,11,64,"Photo collection,Audio tapes,Other (please specify),Data collected from sensors or instruments (including questionnaires),MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,Current support meets my needs,I don't need support,,I would like more support,,"The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,don't know how,sponsor doesn't require sharing",,,No,,,,,,I don't know,No,,Somewhat useful,,,Not useful,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_3Lg50v9tIHVY0YJ,,,,,44.97590637,-93.21659851,test,Research Associate,,"Economics,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Psychology,Religious Studies,Sociology,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Asian Languages and Literature Program,Chicano & Latino Studies",Equal amounts of quantitative and qualitative data,,13,83,99,"Fieldwork data,Laboratory notes,Video tapes,Excel sheets,Digital audio files",,,I don't need support,,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)","Yes, they are available through a national archive or repository.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","lack of funding,no place to store them,insufficient time to make them available,privacy/HIPAA concerns,sponsor doesn't require sharing",I would not be willing to make my data available for reuse.,,Yes,Yes,Metus. In neque at ultricies justo ultricies temporibus dolorem bibendum. Culpa wisi lorem? Pretium.,,,,I don't know,No,Somewhat useful,,,Not useful,,,Never used
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_6LjuukJkBYvYFFz,,,,,44.97590637,-93.21659851,test,Other (please specify),"Eget. Ultricies porta fusce, justo urna arcu montes laoreet sodales nonummy.","African American & African Studies,Classical Civilization Program,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Political Science,Psychology,Religious Studies,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Equal amounts of quantitative and qualitative data,,5,69,4,"Fieldwork data,Slides",,I don't need support,,,,I don't need support,"The principal investigator,Other (please specify)","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.","lack of funding,other (please describe),no place to store them,don't know how,they shouldn't be available,sponsor doesn't require sharing",with use restricted to research or teaching.,,,,,,3,1,I don't know,,,,Not useful,Somewhat useful,,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_bvmt4WYjzhA84KN,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Geography, Environment and Society,Global Studies, Institute for,Human Rights Program,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Silha Center-Study of Media Ethics and Law,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Statistics, School of,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Chicano & Latino Studies",Mostly qualitative,,43,19,59,"Fieldwork data,Audio tapes,Other (please specify)",I would like more support,Current support meets my needs,,I would like more support,,,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"no place to store them,people don't need access to them,insufficient time to make them available,sponsor doesn't require sharing",without restrictions (anyone can access).,,,,,,,1,I don't know,Yes,Not useful,,,,Not useful,Never used,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_a5ixDRPJBf5Fiyp,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"Cultural Studies and Comparative Literature,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,Global Studies, Institute for,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Silha Center-Study of Media Ethics and Law,Chicano & Latino Studies",Mostly qualitative,,19,44,75,"Photo collection,Slides,Patient records,Other (please specify),Websites,Digital audio files",I would like more support,Current support meets my needs,I don't need support,I don't need support,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,privacy/HIPAA concerns,sponsor doesn't require sharing",other (please describe),Luctus tempus. Et. Nibh! Id! Commodo amet commodo vel cursus.,,,,,2,1,No,,,,,Never used,Very useful,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_dpwdpAeH024hHoh,,,,,44.97590637,-93.21659851,test,Associate Professor,,"Community Service-Learning Center,English,Geography, Environment and Society,Global Studies, Institute for,Minnesota Journalism Center,Philosophy,Religious Studies,Slavic Languages and Literatures,Writing, Center for",Mostly quantitative,,17,33,88,"Data automatically generated from or by computer programs (e.g., simulations),Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Websites,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,Current support meets my needs,I don't need support,,Current support meets my needs,,"The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"other (please describe),don't know how,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",with use restricted to research or teaching.,,Yes,No,,"Dui! Donec duis odio ipsum, ab. Faucibus felis accumsan natoque.",,4,I don't know,Yes,Somewhat useful,Somewhat useful,Very useful,,Not useful,Very useful,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_cYcvbM8dNP1cUrb,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Classical Civilization Program,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,Global Studies, Institute for,Journalism and Mass Communication, School of,New Media Studies, Institute for,Off-Campus Study Programs,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Urban Studies,Writing Studies,Writing, Center for,Art,Asian Languages and Literature Program",Mostly qualitative,,26,98,87,"Data automatically generated from or by computer programs (e.g., simulations),Audio tapes,Patient records,Digital video files",I would like more support,,,I would like more support,Current support meets my needs,I don't need support,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),lack of a standard in my field,they shouldn't be available",if I had control over granting access on a case by case basis.,,Yes,No,,At scelerisque! Blandit risus nec sapien. Commodo! Consectetuer sed elit vestibulum orci lectus luctus ligula.,,1,No,I don't know,Somewhat useful,,Never used,,Never used,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,1,TRUE,11/7/16 12:33,R_3OZr52wNvyh9gep,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"Classical Civilization Program,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly qualitative,,88,91,9,"Fieldwork data,Laboratory notes,Patient records,Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,Excel sheets,Digital audio files",Current support meets my needs,,,I would like more support,I don't need support,,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,don't know how,people don't need access to them,sponsor doesn't require sharing",with use restricted to research or teaching.,,Don't know,,,,,,I don't know,I don't know,,Not useful,Very useful,Very useful,Somewhat useful,,Very useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_cZb48YVnhr3dYPj,,,,,44.97590637,-93.21659851,test,,,"African American & African Studies,Classical Civilization Program,German, Scandinavian and Dutch,Journalism and Mass Communication, School of,Linguistics, Institute of,Music, School of,New Media Studies, Institute for,Off-Campus Study Programs,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Anthropology,Theatre Arts and Dance,Writing, Center for,Art,Art History",I do not use or produce data in my research,,84,53,58,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",I would like more support,I would like more support,,Current support meets my needs,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,people don't need access to them,insufficient time to make them available,they shouldn't be available,sponsor doesn't require sharing",if I had control over granting access on a case by case basis.,,,,,,1,,No,Yes,Never used,Never used,,Not useful,Somewhat useful,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_e2KA9kPHYPgYrMV,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"African American & African Studies,Community Service-Learning Center,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,Human Rights Program,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Political Science,Psychology,Slavic Languages and Literatures,Speech-Language-Hearing Science,Theatre Arts and Dance,Art",Equal amounts of quantitative and qualitative data,,58,28,52,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,,I would like more support,,I would like more support,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),sponsor doesn't require sharing",with use restricted to research only.,,Yes,No,,Temporibus molestie? Leo turpis culpa justo primis? Ab bibendum mattis at dolorem.,1,3,No,I don't know,Never used,Not useful,Never used,Somewhat useful,,Very useful,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_0JU2GR5QuDdJvJr,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical Civilization Program,Community Service-Learning Center,Cultural Studies and Comparative Literature,American Indian Studies,German, Scandinavian and Dutch,Journalism and Mass Communication, School of,Music, School of,American Studies,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Spanish and Portuguese Studies,Statistics, School of,Writing Studies,Art History,Asian Languages and Literature Program",,,65,0,30,"Fieldwork data,Audio tapes,Patient records,Images, scans or x-rays,Websites",I would like more support,,I don't need support,,I would like more support,,"The principal investigator,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,lack of a standard in my field,don't know how,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",,,,,,,,1,I don't know,I don't know,Not useful,,Somewhat useful,Very useful,,,Not useful
